sample_id	gene	pc_up	pd_up	druggable	has_pathway_support
TH34_1446_S01	TF	TRUE	FALSE	FALSE	FALSE
TH34_1446_S01	TMEM59L	TRUE	FALSE	FALSE	FALSE
TH34_1446_S01	TRIO	TRUE	FALSE	FALSE	FALSE
TH34_1446_S01	TRPM8	TRUE	TRUE	FALSE	FALSE
TH34_1446_S01	TTYH1	TRUE	FALSE	FALSE	FALSE
TH34_1446_S01	UCN2	TRUE	TRUE	FALSE	FALSE
TH34_1446_S01	VAT1L	TRUE	FALSE	FALSE	FALSE
TH34_1446_S01	VGF	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	ABCF1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ABCF2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	AC005154.6	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	ACIN1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ACOT13	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ACP1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ADORA3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	AGBL5	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	AL603831.1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	ALDH1A2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	APEX1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ATG4B	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ATPAF2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	BCLAF1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	BOD1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	BRAT1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	BRD9	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	C1orf35	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CABYR	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CAD	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CBWD1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CBWD2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CBWD7	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CCT6A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CD163L1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CDK11A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CDK11B	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CENPV	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	CFH	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CHD1L	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CHD8	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CHMP4A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CNOT3	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CNTFR	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	COA1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	COL2A1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	COMMD9	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	COPS3	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	COPS7B	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CPSF3	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CXorf56	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	CYCS	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	DACT1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	DDX1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	DDX10	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	DDX19A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	DFFA	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	DHX16	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	DNAJC11	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	DNAJC2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	DNMT3A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	DRG2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	DUSP12	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	ECHDC1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	EDC4	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	EEF1E1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	EIF3B	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ELFN1-AS1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	EME1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ERVK3-1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	FAM136A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	FAM192A	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	FIP1L1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	FOXC1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	FTSJ2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	GARS	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	GEMIN2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	GET4	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	GFAP	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	GPC3	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	GTF2H4	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	GTF3C2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	HARS2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	HBS1L	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	HDAC3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	HMGA2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	HMGN3	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	HNRNPA2B1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	HNRNPC	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	HOXA-AS2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ID2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ID2-AS1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ILF2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	IMP4	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	INO80E	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	INPP5F	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	IPO4	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	KDM1A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	KIAA0586	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	KLHL7	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	KRI1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	LRCH4	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	LSM5	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	LTV1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	MAGEA9B	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	MALSU1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	MBP	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	MDC1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	MEG3	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	MEIS1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	MEIS2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	METTL17	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	MIR503HG	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	MRPL32	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	MRPS5	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	MRPS9	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	MSH5	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	MYCN	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	NASP	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NCL	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NEDD8	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NELFE	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NGDN	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NIF3L1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NIFK	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NKIRAS2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	NOL10	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NOL7	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NOL8	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NONO	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NRBP1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	NTS	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	OSGEP	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PAAF1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	PABPN1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PAK1IP1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PARP2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PBX2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PCDH18	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	PCDHB5	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	PEG3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	PIP5K1A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PLP1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	PNN	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	POLR3D	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PPIA	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PPIL1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PPM1G	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PPP6R1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PRMT5	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PRPF3	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PRPF31	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PRPSAP2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	PSMB5	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PSMC1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PSMD4	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	PTH1R	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RARS	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RARS2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RBM28	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RBM8A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RHNO1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RNASEH1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RNF25	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RP11-632C17__A.1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RP4-765C7.2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RP9	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RPF2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RPL26L1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	RRP36	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SAFB	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	SAMD11	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	SAP25	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SCNM1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SEMA3A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SEPT7	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	SETDB1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SF3A3	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SF3B3	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SF3B5	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SF3B6	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SLC11A1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	SLC4A1AP	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SLIT2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	SMARCE1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SNHG15	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SNRNP200	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	SNRPC	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SNRPD1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SNRPGP10	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	SPDL1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SRP54	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SSB	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SSBP1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	STX4	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SUPT16H	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	SUPT7L	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	TAF11	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	TARS2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	TCOF1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	TF	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	TIMM44	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	TIMM9	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	TMEM18	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	TMSB15A	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	TOP3A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	TRA2A	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	TRAPPC2B	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	U2AF2	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	UBE2M	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	UPF3B	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	UTP11L	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	VPS45	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	VPS72	TRUE	FALSE	FALSE	FALSE
TH34_1447_S01	WDR46	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	WT1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	YAE1D1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	YKT6	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ZC3H18	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ZNF274	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ZNF544	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ZNF787	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ZPR1	TRUE	TRUE	FALSE	FALSE
TH34_1447_S01	ZSWIM7	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ABCF1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	AC074289.1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	AC132217.4	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ACIN1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ACP1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ADCY4	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ADGRG3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ALDH1A2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	AMPD2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ATG16L2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ATG2A	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ATG4B	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	BCL2A1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	BOD1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	BRD9	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	BRMS1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	BTN2A1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	C1orf35	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	C5AR1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CBWD7	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CCDC86	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CD163L1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CD300A	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CDC37	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CDK11A	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CDK11B	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CENPT	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CEP164	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CHD8	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CNOT3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CNTFR	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	COMMD9	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	COPS3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CPSF3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CSF3R	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CWC25	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	CYCS	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	DACT1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	DBNL	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	DDIT3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	DDX41	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	DHX16	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	DHX34	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	DHX38	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	DNAJC11	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	DNMT3A	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	DRG2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	EDC4	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	EIF3B	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	EIF3G	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ELFN1-AS1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ERVK3-1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FAM192A	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FAM50A	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FBRS	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FBXL12	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FCGR3B	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FGR	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FHL3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FIP1L1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FLCN	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FLOT1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FOXRED1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FPR1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	FTSJ2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	G0S2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	GARS	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	GET4	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	GIGYF1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	GNPDA1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	GTF2H4	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	HARS2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	HCAR2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	HCAR3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	HDAC3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	HMGN3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	HMGXB3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	HMOX1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	HOXA-AS2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	HOXA3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	HOXA4	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	HSPA6	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ID2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ID2-AS1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	IFRD1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	IGF2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	IL11	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	IMP4	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	INPP5F	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	INPPL1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ITFG2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	ITGAX	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	IVNS1ABP	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	KLHL7	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	KRI1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	LAMC3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	LCP2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	LENG8	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	LILRB3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	LINC01272	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	LRCH4	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	LRWD1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	LTV1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MAGEA9B	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MALSU1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MAP4K2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MCOLN1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MEG3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MEIS1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MEIS2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	METTL17	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	METTL22	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MIA3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MIR503HG	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MRPL32	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MRPS5	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MRPS9	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MSH5	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MXD1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	MYO1F	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	NADK	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	NECAP1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	NEDD8	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	NELFE	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	NGDN	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	NKIRAS2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	NOL10	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	NOL7	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	NONO	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	NRBP1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	OSGEP	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	OTUD5	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PABPN1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PARP2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PBX2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PCDHB5	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PHACTR1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PIP5K1A	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PNN	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	POLR3D	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	POPDC3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PPP1R12C	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PPP6R1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PRKRIP1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PRMT5	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PRPF3	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PRPF31	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PSMC1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	PSMD4	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RARS2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RBM28	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RBM8A	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RCAN2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RNASEH1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RNF166	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RNF25	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RNF31	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RP11-323N12.5	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RP11-343H5.4	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RP11-632C17__A.1	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RP4-765C7.2	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RP9	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	RRP36	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	SAMD11	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	SAP25	TRUE	FALSE	FALSE	FALSE
TH34_1447_S02	SCNM1	TRUE	FALSE	FALSE	FALSE
